ID;NR;WOJ;POW;MI;NAZWA;ERR
78949;SM198-811;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków, Stare Dębniki;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78950;SO198-810;małopolskie;krakowski;Kraków;Budynek usługowy na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78953;SM198-809;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78978;SG087-1890;pomorskie;inny;Szpęgawsk;Działka budowlana na sprzedaż Szpęgawsk;brak lokalizacji pomorskie, inny, Szpęgawsk
78998;SD189-614;wielkopolskie;kaliski;Chotów;Dom wolnostojący na sprzedaż Chotów;brak lokalizacji wielkopolskie, kaliski, Chotów
79124;SD144-794;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki, Gmina Szypliszki;brak lokalizacji podlaskie, suwalski, Suwałki
79161;SM152-2409;dolnośląskie;lubański;Lubin;Mieszkanie na sprzedaż w bloku Lubin;brak lokalizacji dolnośląskie, lubański, Lubin
79258;SM105-10189;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
79293;SD198-822;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków, Wola  Justowska;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
79315;SD156-5542;dolnośląskie;legnicki;Legnica;Willa na sprzedaż Legnica, Kwadrat;brak lokalizacji dolnośląskie, legnicki, Legnica
79323;SM105-10194;zachodniopomorskie;policki;Przecław;Mieszkanie na sprzedaż w nowym budynku Przecław, Warzymice;brak lokalizacji zachodniopomorskie, policki, Przecław
88202;WL156-5546;dolnośląskie;legnicki;Legnica;Lokal usługowy na wynajem Legnica, okolice centrum;brak lokalizacji dolnośląskie, legnicki, Legnica
88205;WL156-5544;dolnośląskie;legnicki;Legnica;Lokal usługowy na wynajem Legnica, okolice centrum;brak lokalizacji dolnośląskie, legnicki, Legnica
96547;WL020-8763;wielkopolskie;ostrowski;Krotoszyn;Lokal handlowy na wynajem Krotoszyn, Centrum;brak lokalizacji wielkopolskie, ostrowski, Krotoszyn
96555;WM198-831;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w nowym budynku Kraków, Mały Płaszów;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
96625;SL037-3231;pomorskie;słupski;Słupsk;Lokal usługowy na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
96814;SG198-836;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
96906;SD189-615;wielkopolskie;kaliski;Kalisz;Dom wolnostojący na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
105515;SM198-840;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Ugorek;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
165418;WM198-846;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Prądnik Czerwony;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183182;SD170-1553;zachodniopomorskie;policki;Bezrzecze;Dom wolnostojący na sprzedaż Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
183228;SD128-4154;pomorskie;tczewski;Piaseckie Pole;Dom wolnostojący na sprzedaż Piaseckie Pole;brak lokalizacji pomorskie, tczewski, Piaseckie Pole
183230;SD152-2438;lubuskie;zielonogórski;Zielona Góra;Dom wolnostojący na sprzedaż Zielona Góra, Ochla;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
183231;SD152-2437;lubuskie;zielonogórski;Zielona Góra;Dom wolnostojący na sprzedaż Zielona Góra, Ochla;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
183253;SG144-795;podlaskie;suwalski;Suwałki;Działka budowlana na sprzedaż Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
183261;WL203-23;wielkopolskie;poznański;Poznań;Lokal handlowy na wynajem Poznań, Zawady;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
183282;SM063-25373;śląskie;cieszyński;WISŁA;Mieszkanie na sprzedaż w nowym budynku WISŁA;miasto (WISŁA) znalezionej lokazizacji nie pasuje (Wisła) - lokalizacja śląskie, cieszyński, WISŁA
183310;SG152-2442;lubuskie;zielonogórski;Zielona Góra;Grunt rolny na sprzedaż Zielona Góra;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
183325;SD146-1892;wielkopolskie;leszczyński;Leszno;Dom wolnostojący na sprzedaż Leszno, zatorze;brak lokalizacji wielkopolskie, leszczyński, Leszno
183346;SM198-859;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w nowym budynku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183348;SM198-858;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Kurdwanów;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183355;SG181-559;śląskie;zawierciański;Góra Zborów;Działka rekreacyjna na sprzedaż Góra Zborów;brak lokalizacji śląskie, zawierciański, Góra Zborów
183374;SG188-7073;łódzkie;piotrkowski;Piotrków Trybunalski;Grunt inwestycyjny na sprzedaż Piotrków Trybunalski;brak lokalizacji łódzkie, piotrkowski, Piotrków Trybunalski
183382;SG188-7071;łódzkie;piotrkowski;Piotrków Trybunalski;Grunt inwestycyjny na sprzedaż Piotrków Trybunalski;brak lokalizacji łódzkie, piotrkowski, Piotrków Trybunalski
183491;WL203-26;wielkopolskie;poznański;Poznań;Lokal gastronomiczny na wynajem Poznań, Stare Miasto;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
183536;SM014-15951;dolnośląskie;wrocławski;Wrocław;Mieszkanie na sprzedaż w nowym budynku Wrocław, Wysoka;miasto (Wrocław) znalezionej lokazizacji nie pasuje (Kamieniec Wrocławski) - lokalizacja dolnośląskie, wrocławski, Wrocław
183543;SD170-1562;zachodniopomorskie;policki;Kościno;Dom wolnostojący na sprzedaż Kościno;brak lokalizacji zachodniopomorskie, policki, Kościno
183624;SD,SO189-626;wielkopolskie;kaliski;Kalisz;Dom wolnostojący na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
183673;SM203-28;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Grunwald;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
183678;SG188-7082;łódzkie;piotrkowski;Piotrków Trybunalski;Grunt inwestycyjny na sprzedaż Piotrków Trybunalski;brak lokalizacji łódzkie, piotrkowski, Piotrków Trybunalski
183700;WM002-66;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków, Podgórze;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183722;SM198-799;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Kliny Zacisze;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183771;SD187-544;łódzkie;radomszczański;Nowy Widok;Dom wolnostojący na sprzedaż Nowy Widok;brak lokalizacji łódzkie, radomszczański, Nowy Widok
183869;SM002-63;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w nowym budynku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183871;SM002-61;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w nowym budynku Kraków, Podgórze;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183909;WL002-68;małopolskie;krakowski;Kraków;Lokal biurowy na wynajem Kraków, Podgórze;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183940;WM198-883;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183951;SM198-886;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183953;WM002-69;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków, Prokocim;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
183961;SM198-885;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184001;SDABO-LhmDxv;lubelskie;lubelski;Lublin;Działka budowlana 763m2,Lublin;brak lokalizacji lubelskie, lubelski, Lublin
184013;SM015-11077;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184014;SM015-11076;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184015;SM015-11075;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184016;SM015-11074;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184017;SM015-11073;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184018;SM015-11072;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184019;SM015-11071;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184020;SM015-11070;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184021;SM015-11069;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184022;SM015-11068;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184023;SM015-11067;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184024;SM015-11066;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184025;SM015-11065;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184026;SM015-11064;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184027;SM015-11063;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184029;SM015-11061;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184031;SM015-11088;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184032;SM015-11087;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184033;SM015-11086;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184034;SM015-11085;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184036;SM015-11084;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184037;SM015-11083;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184038;SM015-11082;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184039;SM015-11081;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184040;SM015-11080;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184041;SM015-11079;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184042;SM015-11078;dolnośląskie;jeleniogórski;Jelenia Góra;Apartament na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
184052;SDABO-kN3JBT;mazowieckie;Rokietnica;Rokietnica;DOM W CENIE MIESZKANIA - OSIEDLE PRZY LESIE W ROKIETNICY;brak lokalizacji mazowieckie, Rokietnica, Rokietnica
184056;SG202-35;lubelskie;łęczyński;Podzamcze;Działka budowlana na sprzedaż Podzamcze;brak lokalizacji lubelskie, łęczyński, Podzamcze
184068;SM198-891;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w nowym budynku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184102;SD152-2472;lubuskie;zielonogórski;Zielona Góra;Dom wolnostojący na sprzedaż Zielona Góra;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
184108;SDSMS-4orwBi;dolnośląskie;Polkowice;Parchów;Dom mieszkalny - stan surowy zamknięty;brak lokalizacji dolnośląskie, Polkowice, Parchów
184123;WM198-894;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków, os. Tysiąclecia;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184125;SM198-893;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184131;WM002-72;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w nowym budynku Kraków, Ruczaj;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184143;WL144-799;podlaskie;suwalski;Suwałki;Lokal handlowy na wynajem Suwałki, os. Północ II;brak lokalizacji podlaskie, suwalski, Suwałki
184164;SM189-632;wielkopolskie;kaliski;Kalisz;Mieszkanie na sprzedaż w bloku Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
184179;WL002-73;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków, Krowodrza;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184182;SDSMS-1JTcMG;śląskie;Cieszyn;Drogomyśl;Działki budowlane 12260 m;brak lokalizacji śląskie, Cieszyn, Drogomyśl
184183;SDSMS-IETab5;śląskie;Cieszyn;Dzięgielów;Dom w stanie surowym plus drugi w gratisie na działce 9000 m;brak lokalizacji śląskie, Cieszyn, Dzięgielów
184218;SM147-820;warmińsko-mazurskie;giżycki;Bystry;Mieszkanie na sprzedaż w bloku Bystry;brak lokalizacji warmińsko-mazurskie, giżycki, Bystry
184237;SDABO-1iBZ0s;dolnośląskie;Dzierżoniów;Roztocznik;Obwieszczenie o drugiej licytacji nieruchomości;brak lokalizacji dolnośląskie, Dzierżoniów, Roztocznik
184278;SM203-32;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w nowym budynku Poznań, Wilda;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
184294;SO015-11110;dolnośląskie;bolesławiecki;Kierzno;Magazyn na sprzedaż Kierzno;miasto (Kierzno) znalezionej lokazizacji nie pasuje (Kierżno) - lokalizacja dolnośląskie, bolesławiecki, Kierzno
184295;SG015-11109;dolnośląskie;bolesławiecki;Kierzno;Działka budowlana na sprzedaż Kierzno;miasto (Kierzno) znalezionej lokazizacji nie pasuje (Kierżno) - lokalizacja dolnośląskie, bolesławiecki, Kierzno
184302;SM030-12559;pomorskie;słupski;Słupsk;Mieszkanie na sprzedaż w kamienicy Słupsk, Centrum;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
184305;WM198-908;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184393;SG122-2010;łódzkie;łódzki wschodni;Łódź;Działka budowlana na sprzedaż Łódź, Wiskitno;miasto (Łódź) znalezionej lokazizacji nie pasuje (Andrespol) - lokalizacja łódzkie, łódzki wschodni, Łódź
184421;SM198-923;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Złocień;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184432;SM198-909;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184472;SM203-33;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Naramowice;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
184500;SD094-1527;dolnośląskie;lubiński;Prochowice;Dom wolnostojący na sprzedaż Prochowice;brak lokalizacji dolnośląskie, lubiński, Prochowice
184631;SM198-932;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Salwator;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184634;SM198-933;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Zwierzyniec;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184750;SG045-1259;łódzkie;wieluński;Biała Parcela;Działka budowlana na sprzedaż Biała Parcela;miasto (Biała Parcela) znalezionej lokazizacji nie pasuje (Biała-Parcela) - lokalizacja łódzkie, wieluński, Biała Parcela
184762;SDABO-izho1F;małopolskie;;Lesznowola;DZIAŁKA BUDOWLANA WARSZAWA URSYNÓW LESZNOWOLA;brak lokalizacji małopolskie, Lesznowola
184796;SM198-951;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na sprzedaż Kraków, Bronowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184798;SM198-950;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na sprzedaż Kraków, Bronowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184799;SM198-949;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na sprzedaż Kraków, Bronowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184817;SG168-856;zachodniopomorskie;kamieński;MIĘDZYZDROJE;Grunt inwestycyjny na sprzedaż MIĘDZYZDROJE, Międzyzdroje;miasto (MIĘDZYZDROJE) znalezionej lokazizacji nie pasuje (Międzyzdroje) - lokalizacja zachodniopomorskie, kamieński, MIĘDZYZDROJE
184846;SM202-44;lubelskie;lubelski;Lublin;Mieszkanie na sprzedaż w bloku Lublin, Ponikwoda;brak lokalizacji lubelskie, lubelski, Lublin
184848;SM198-953;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na sprzedaż Kraków, Bronowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184851;SDSMS-ejoKoz;dolnośląskie;Długołęka;Pasikurowice;Działka w Pasikurowicach, dobra lokalizacja;brak lokalizacji dolnośląskie, Długołęka, Pasikurowice
184852;SDSMS-yunlv0;dolnośląskie;Gorlicki;Krzywa;Działka w Krzywej, ładne położenie;brak lokalizacji dolnośląskie, Gorlicki, Krzywa
184862;SM198-956;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na sprzedaż Kraków, Bronowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
184885;SG181-587;śląskie;będziński;Siewierz Jeziorna;Grunt inwestycyjny na sprzedaż Siewierz Jeziorna, Jeziorna;brak lokalizacji śląskie, będziński, Siewierz Jeziorna
184944;SM144-803;podlaskie;suwalski;Suwałki;Mieszkanie na sprzedaż w bloku Suwałki, Północ II;brak lokalizacji podlaskie, suwalski, Suwałki
184960;SO204-48;dolnośląskie;kłodzki;Wieś Stronie Śląskie;Pensjonat na sprzedaż Wieś Stronie Śląskie;brak lokalizacji dolnośląskie, kłodzki, Wieś Stronie Śląskie
184977;SM203-36;wielkopolskie;poznański;Poznań;Apartament na sprzedaż Poznań, Górna Wilda;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
184999;SG181-592;śląskie;myszkowski;Żarki letnisko;Działka budowlana na sprzedaż Żarki letnisko;miasto (Żarki letnisko) znalezionej lokazizacji nie pasuje (Żarki-Letnisko) - lokalizacja śląskie, myszkowski, Żarki letnisko
185003;SG181-589;śląskie;będziński;Siewierz Jeziorna;Działka budowlana na sprzedaż Siewierz Jeziorna, Jeziorna;brak lokalizacji śląskie, będziński, Siewierz Jeziorna
185004;SMABO-MEIu8T;pomorskie;Gdańsk;Gdańska;Apartament Gdańsk,2 łazienki,2 sypialnie,salon 40m2,taras 80m2;brak lokalizacji pomorskie, Gdańsk, Gdańska
185011;WL144-804;podlaskie;suwalski;Suwałki;Lokal usługowy na wynajem Suwałki, centrum;brak lokalizacji podlaskie, suwalski, Suwałki
185019;WM198-967;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na wynajem Kraków, Ruczaj;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185027;SM154-1220;warmińsko-mazurskie;nowomiejski;Biskupiec Pomorski;Mieszkanie w budynku mieszkalnym na sprzedaż Biskupiec Pomorski;brak lokalizacji warmińsko-mazurskie, nowomiejski, Biskupiec Pomorski
185039;SDABO-RX6qUF;mazowieckie;legionowski;Michałów Grabina;Dom na granicy Warszawy;miasto (Michałów Grabina) znalezionej lokazizacji nie pasuje (Michałów-Grabina) - lokalizacja mazowieckie, legionowski, Michałów Grabina
185045;WL198-971;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185046;WM198-970;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Prokocim;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185067;WM198-973;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w kamienicy Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185071;WM189-647;wielkopolskie;kaliski;Kalisz;Apartament na wynajem Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
185073;SM144-806;podlaskie;suwalski;Suwałki;Mieszkanie na sprzedaż w bloku Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
185092;SMABO-naVqFO;wielkopolskie;poznański;Poznań;300 m od S. Rynku, Duże pokoje, Duże okna, Winda;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
185103;SD030-12598;pomorskie;Słupsk (grodzki);Słupski;Willa na sprzedaż Słupski, Osiedle Ryczewo;miasto (Słupski) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, Słupski
185120;SD144-807;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
185121;SM198-966;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Prokocim;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185176;WL198-981;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków, Osiedle Oficerskie;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185178;WL198-980;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków, Osiedle Oficerskie;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185186;SM147-826;warmińsko-mazurskie;giżycki;Bystry;Mieszkanie na sprzedaż w bloku Bystry;brak lokalizacji warmińsko-mazurskie, giżycki, Bystry
185189;SDABO-Ig1hE9;dolnośląskie;Dzierżoniów;Roztocznik;Obwieszczenie o licytacji: Działka rolna, Roztocznik;brak lokalizacji dolnośląskie, Dzierżoniów, Roztocznik
185195;SD144-809;podlaskie;suwalski;Suwałki;Dwór na sprzedaż Suwałki, Krzywe;brak lokalizacji podlaskie, suwalski, Suwałki
185211;WM144-808;podlaskie;suwalski;Suwałki;Mieszkanie na wynajem w kamienicy Suwałki, centrum;brak lokalizacji podlaskie, suwalski, Suwałki
185301;SD188-7218;śląskie;częstochowski;Częstochowa;Dom wolnostojący na sprzedaż Częstochowa, Brzeziny-Kolonia;brak lokalizacji śląskie, częstochowski, Częstochowa
185314;SM203-37;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Łazarz;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
